dt,l1,geo,clm
2020/1/13 2:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113020000_20200113021459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113020000_20200113021459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113020000_20200113021459_4000M_V0001.NC
2020/1/13 2:45,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113024500_20200113025959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113024500_20200113025959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113024500_20200113025959_4000M_V0001.NC
2020/1/13 3:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113030000_20200113031459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113030000_20200113031459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113030000_20200113031459_4000M_V0001.NC
2020/1/13 3:15,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113031500_20200113032959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113031500_20200113032959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113031500_20200113032959_4000M_V0001.NC
2020/1/13 4:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113040000_20200113041459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113040000_20200113041459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113040000_20200113041459_4000M_V0001.NC
2020/1/13 5:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113050000_20200113051459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113050000_20200113051459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113050000_20200113051459_4000M_V0001.NC
2020/1/13 5:45,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113054500_20200113055959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113054500_20200113055959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113054500_20200113055959_4000M_V0001.NC
2020/1/13 6:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113060000_20200113061459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113060000_20200113061459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113060000_20200113061459_4000M_V0001.NC
2020/1/13 6:15,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113061500_20200113062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113061500_20200113062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113061500_20200113062959_4000M_V0001.NC
2020/1/13 7:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113070000_20200113071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113070000_20200113071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113070000_20200113071459_4000M_V0001.NC
2020/1/13 8:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113080000_20200113081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113080000_20200113081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113080000_20200113081459_4000M_V0001.NC
2020/1/13 8:45,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113084500_20200113085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113084500_20200113085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113084500_20200113085959_4000M_V0001.NC
2020/1/13 9:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113090000_20200113091459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113090000_20200113091459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113090000_20200113091459_4000M_V0001.NC
2020/1/13 9:15,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113091500_20200113092959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113091500_20200113092959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113091500_20200113092959_4000M_V0001.NC
2020/1/13 10:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113100000_20200113101459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113100000_20200113101459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113100000_20200113101459_4000M_V0001.NC
2020/1/13 11:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113110000_20200113111459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113110000_20200113111459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113110000_20200113111459_4000M_V0001.NC
2020/1/13 11:45,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113114500_20200113115959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113114500_20200113115959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113114500_20200113115959_4000M_V0001.NC
2020/1/13 12:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113120000_20200113121459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113120000_20200113121459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113120000_20200113121459_4000M_V0001.NC
2020/1/13 12:15,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113121500_20200113122959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113121500_20200113122959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113121500_20200113122959_4000M_V0001.NC
2020/1/13 13:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113130000_20200113131459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113130000_20200113131459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113130000_20200113131459_4000M_V0001.NC
2020/1/13 14:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113140000_20200113141459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113140000_20200113141459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113140000_20200113141459_4000M_V0001.NC
2020/1/13 14:45,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113144500_20200113145959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113144500_20200113145959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113144500_20200113145959_4000M_V0001.NC
2020/1/13 15:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113150000_20200113151459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113150000_20200113151459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113150000_20200113151459_4000M_V0001.NC
2020/1/13 15:15,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113151500_20200113152959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113151500_20200113152959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113151500_20200113152959_4000M_V0001.NC
2020/1/13 16:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113160000_20200113161459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113160000_20200113161459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113160000_20200113161459_4000M_V0001.NC
2020/1/13 17:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113170000_20200113171459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113170000_20200113171459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113170000_20200113171459_4000M_V0001.NC
2020/1/13 17:45,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113174500_20200113175959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113174500_20200113175959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113174500_20200113175959_4000M_V0001.NC
2020/1/13 18:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113180000_20200113181459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113180000_20200113181459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113180000_20200113181459_4000M_V0001.NC
2020/1/13 18:15,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113181500_20200113182959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113181500_20200113182959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113181500_20200113182959_4000M_V0001.NC
2020/1/13 19:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113190000_20200113191459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113190000_20200113191459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113190000_20200113191459_4000M_V0001.NC
2020/1/13 20:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113200000_20200113201459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113200000_20200113201459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113200000_20200113201459_4000M_V0001.NC
2020/1/13 20:45,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113204500_20200113205959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113204500_20200113205959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113204500_20200113205959_4000M_V0001.NC
2020/1/13 21:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113210000_20200113211459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113210000_20200113211459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113210000_20200113211459_4000M_V0001.NC
2020/1/13 21:15,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113211500_20200113212959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113211500_20200113212959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113211500_20200113212959_4000M_V0001.NC
2020/1/13 22:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113220000_20200113221459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113220000_20200113221459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113220000_20200113221459_4000M_V0001.NC
2020/1/13 23:00,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113230000_20200113231459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113230000_20200113231459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113230000_20200113231459_4000M_V0001.NC
2020/1/13 23:45,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200113234500_20200113235959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200113234500_20200113235959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200113\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200113234500_20200113235959_4000M_V0001.NC
2020/1/14 0:00,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114000000_20200114001459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114000000_20200114001459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114000000_20200114001459_4000M_V0001.NC
2020/1/14 0:15,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114001500_20200114002959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114001500_20200114002959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114001500_20200114002959_4000M_V0001.NC
2020/1/14 1:00,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114010000_20200114011459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114010000_20200114011459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114010000_20200114011459_4000M_V0001.NC
2020/1/14 2:00,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114020000_20200114021459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114020000_20200114021459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114020000_20200114021459_4000M_V0001.NC
2020/1/14 2:45,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114024500_20200114025959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114024500_20200114025959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114024500_20200114025959_4000M_V0001.NC
2020/1/14 3:00,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114030000_20200114031459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114030000_20200114031459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114030000_20200114031459_4000M_V0001.NC
2020/1/14 3:15,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114031500_20200114032959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114031500_20200114032959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114031500_20200114032959_4000M_V0001.NC
2020/1/14 4:00,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114040000_20200114041459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114040000_20200114041459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114040000_20200114041459_4000M_V0001.NC
2020/1/14 5:00,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114050000_20200114051459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114050000_20200114051459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114050000_20200114051459_4000M_V0001.NC
2020/1/14 5:45,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114054500_20200114055959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114054500_20200114055959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114054500_20200114055959_4000M_V0001.NC
2020/1/14 6:00,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114060000_20200114061459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114060000_20200114061459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114060000_20200114061459_4000M_V0001.NC
2020/1/14 6:15,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114061500_20200114062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114061500_20200114062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114061500_20200114062959_4000M_V0001.NC
2020/1/14 7:00,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114070000_20200114071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114070000_20200114071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114070000_20200114071459_4000M_V0001.NC
2020/1/14 8:00,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114080000_20200114081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114080000_20200114081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114080000_20200114081459_4000M_V0001.NC
2020/1/14 8:45,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200114084500_20200114085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200114084500_20200114085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200114\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200114084500_20200114085959_4000M_V0001.NC
